jobCd,jobCdLevel,jobCdNm,rnum,jobTask,noticeCn,simlrJob,sprdOckclsYn,jobdevtipCn
86120400,5,섬유가공 준비 및 후가공 처리원,3224,"·  섬유가공 관련 기계를 원활히 조작할 수 있도록 원사나 직물 등을 준비하는 작업을 하거나, 가공 후 부산물을 정리하고 잔사를 제거하는 등 후처리 업무를 수행한다.",,"· 섬유가공준비원, 섬유후가공처리원",,
86130000,5,표백 및 염색 관련 기계 조작원,3225,,,,,
86130100,5,염색 준비 및 조색기 조작원,3226,"·  염색가공 전·  후에 직물 두루마리의 길이·  넓이를 재고, 색깔에 따라 분류하고 무게를 측정한다. 요구하는 색상으로 직물 또는 실을 염색하기 위해, 색호를 배합하고 염료·  호제·  약제 등의 처방을 결정한 후 기계를 조작한다.","·  염색조색원(칼라매칭원)과 염료배합원(조액원)은 기술·  기능수준이 상이하므로 직무내용에 염색조색원인지, 염료배합원인지를 반드시 구분하여 기재한다.","· 나염염료배합원, 배색원, 봉침,엔드레스, 섬유염색실험원, 섬유염색BT원, 염료배합원, 염료조액원, 염색배색원, 염색실험실BT(Beaker Test), 염색조색원, 칼라매칭원, 해포",,
86130200,5,정련·표백기 조작원,3227,"·  정련기, 표백기를 조작하고, 처리가 끝난 직물의 파손, 기름점, 녹물중화와 침투 분량 등 정련 및 표백상태를 검사한다.",,"· 감량기사, 고압로타리워셔조작원, 로터리워셔기조작원, 샌드워셔기조작원, 액류감량기조작원, 연속감량기조작원, 연속수세기조작원, 연속정련기조작원, 원단개폭기조작원, 정련기조작원, 직물표백기조작원, CPB조작원",,
86130300,5,염색기 조작원,3228,"·  직물, 실을 염색하는 기계를 조작하는 일에 종사한다.",·  피혁염색원은 ‘86330000 모피 및 가죽 의복 제조원’으로 분류한다.,"· 고압염색기조작원, 레피드염색기조작원, 로타리염색기조작원, 리일염색기조작원, 배치염색기조작원, 버티컬염색기조작원, 비임염색기조작원, 사염염색기조작원, 액류염색기조작원, 연속염색기조작원, 제트염색기조작원, 지까염색기조작원, 치즈염색기조작원, 침염원, 패딩염색기조작원, 행크염색(사염)기조작원",,
86130400,5,날염기 조작원(나염기),3229,·  직물에 염료를 함유한 날염풀을 날인하여 문양을 염색하는 일을 수행한다.,"·  나염도안은 ‘41520200 직물(텍스타일) 디자이너’로, 나염염료배합원은 ‘86130100 염색 준비 및 조색기 조작원’으로 분류한다.
·  인쇄를 위한 나염은 ‘88110400 스크린 인쇄기 조작원(실크스크린 포함)’로 분류한다
·  손으로 천연염색이나 날염(textile printing)을 하는 경우는 ‘86290000 기타 섬유 및 가죽 관련 기능 종사원(의복·  직물 검사 등)’으로 분류한다.","· 나염원, 로타리스크린날염원, 롤러날염기운전원, 수날염원, 수동스크린날염원, 자동스크린날염원, 폴리나염기조작원",,
86210000,5,패턴사,3230,·  패션디자이너의 스케치나 작업지시서에 따라 의류의 패턴(기본모형)을 제작하는 업무를 한다.,,"· 가죽옷본제조원, 가죽패턴사, 매트리스본제조원, 모자본제조원, 모피옷본제조원, 모피의류패턴사, 모피패턴사, 본제조원, 신발패턴사, 옷본제조원, 옷본표시원, 우산본제조원, 의복패턴사, 장갑본제조원, 직물패턴사, 패터너, 패턴그레이딩원, 패턴분해원, 패턴원, 패턴제작원",,
86220000,5,재단사,3231,"·  직물, 모피, 가죽 등을 원하는 모양의 제품으로 생산하기 위해 재단선을 표시하고 재단기를 조작하여 자르고 구멍을 내 표시하며 정리하는 업무를 한다.","·  신발 재단, 갑피 재단 등도 본 직무에 분류한다.","· 가죽의복재단원, 가죽재단사, 갑피가봉원, 갑피연마원, 갑피재단원, 갑피접착원, 갑피폴더원, 구두재단사, 구두창선별원, 구두창손질원, 구두창재단원, 돛본제작원, 돛재단원, 매트리스본제작원, 매트리스재단원, 모자재단원, 모피재단사, 모피재단원, 실내장식품본제작원, 실내장식품재단원, 우산본제작원, 우산재단원, 의복재단사, 의복재단원, 장갑재단원(가죽제외), 재단검사원, 재단보조원, 텐트본제작원, 텐트재단원",,
86230000,5,재봉사,3232,,,,,
86230100,5,재봉사(의류·직물),3233,"·  의복 및 각종 부속품을 조립하고 부착하기 위하여 재봉틀을 조작한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.","·  기계로 자수를 놓는 경우는 ‘86230300 기계 자수원’으로 분류하고, 손으로 직접 자수를 놓는 경우는 ‘86290000 기타 섬유 및 가죽 관련 기능 종사원(의복·  직물 검사 등)’으로 분류한다.","· 미싱보조원(시다), 미싱사, 봉제사, 봉제원, 와끼(옆선)재봉원, 재봉사, 직물의복재봉원, 직물재봉사, 천막재봉원, 침구봉제사, 침구재봉원, 홈패션(커튼,침대커버,매트리스등)재봉원",,
86230101,5,중고의류 리폼원,3234,"·  재봉틀, 실, 자, 가위를 사용하여 중고 의류를 개량 보완하는 작업을 한다. ",·  한국장애인고용공단의 중증장애인 고용모델 개발·  확산사업을 통해 개발된 중고의류 리폼원(2022)은 본 직무로 분류한다.,"· 의류재가공원, 의류리폼원, 의료재활용원, 옷재활용원, 의료재가공리세일, 중고의류 리폼원",Y,
86230200,5,가죽·모피·신발 재봉사,3235,"·  가죽제품, 모피, 신발 등 제조의 종류와 형태에 따라 알맞은 재봉 땀수, 실조임 조절하여 만들고자 하는 형태에 따라 재봉작업을 한다.",,"· 가죽의복재봉원, 가죽제품(가방,벨트,지갑등)재봉원, 갑피연마원(갑피깎음질원), 모피의복재봉원, 모피제품(목도리,모자등)재봉원, 신발재봉원",,
86230300,5,기계 자수원,3236,·  자수재봉틀을 사용하여 직물이나 옷감에 무늬 또는 문자를 수 놓는다.,,"· 스팽글자수원, 컴퓨터자수원, 타지마자수기조작원",,
86290000,5,기타 섬유 및 가죽 관련 기능 종사원(의복·직물 검사 등),3237,"·  섬유, 가죽 등의 재료를 활용하여 다양한 제품의 생산과 관계된 수작업 기능적 직무를 수행하지만, 상기 세세세분류 직무들 어디에도 포함되지 않는 직업이 여기에 포함된다.","·  섬유, 가죽 등의 재료를 활용하여 다양한 제품의 생산과 관계된 수작업 기능적 직무를 수행하는 직업들은 여기로 분류하고, 직물이나 신발 제조와 관련된 기계조작 및 조립관련 직무를 수행하는 경우는 ‘86490000 기타 직물· 신발 관련 기계 조작원’으로 분류한다.","· 가발제조원, 기타가죽제품관련종사원, 기타섬유가공종사원, 뜨개질원, 모자제조원, 비행기시트제조원, 섬유선별원, 섬유제품수공예종사원, 손자수원, 수공날염원, 수단제조원,수공, 수편물원(수공), 수편물원, 수공, 숙녀모자제조원, 자동차시트제조원, 직조원(수공), 철도객차시트제조원, 카펫제조원(수공), 특수목적용모자제조원",,
86310000,5,한복 제조원,3238,"·  고객의 주문에 따라 한복 원단의 종류와 색상을 정한 후 고객의 치수를 재어 알맞은 바느질법으로 저고리, 치마, 두루마기, 마고자, 버선 등의 한복을 제조하는 업무를 한다.","·  한복제조 시 패턴작업만 전담하는 경우 ‘86210000 패턴사’로, 재단만 전담하는 경우 ‘86220000 재단사’로, 재봉만 전담하는 경우 ‘86230100 재봉사(의류·  직물)’로 분류한다.
·  한복을 전문적으로 디자인할 경우 ‘41520100 의상 디자이너’로 분류한다.","· 개량한복제조원, 수의제조원, 한복수선원, 한복제조원(한복사)",,
86320000,5,양장 및 양복 제조원,3239,"·  고객의 주문에 따라 적절한 천과 디자인을 정한 후 고객의 치수에 맞는 남성용, 여성용 의복을 제작하는 업무를 한다.","·  양복 및 양장 제조 시 패턴작업만 전담하는 경우 ‘86210000 패턴사’로, 재단만 전담하는 경우 ‘86220000 재단사’로, 재봉만 전담하는 경우 ‘86230100 재봉사(의류·  직물)’로 분류한다.","· 맞춤양복사, 맞춤양장사, 양복사, 양장사, 웨딩드레스제조원, 주문양복사",,
86330000,5,모피 및 가죽 의복 제조원,3240,"·  모피, 가죽 등의 원단을 이용하여 디자인을 선택한 후 고객의 치수에 맞는 재킷, 바지, 코트 등의 모피 또는 가죽 의복을 제작하는 업무를 한다.",,"· 가죽검사원, 가죽광택기조작원, 가죽등급원, 가죽무두질원, 가죽세척기조작원, 가죽염색원, 가죽절단기조작원, 가죽제조원, 가죽처리원, 가죽화학약품처리원, 모피검사원, 모피광택원, 모피등급원, 모피선별사, 모피제육기조작원, 모피처리기조작원, 모피판장사, 모피혼합기조작원, 원피제육기조작원, 원피처리기조작원, 제모기조작원, 펠트가공원, 펠트처리원, 피혁가공원, 피혁제조원",,
86340000,5,의복·가죽 및 모피 수선원,3241,"·  고객으로부터 디자인이나 크기의 변경을 요청받은 의복이나 의류 제품(모자, 장갑 등)에 대해 수선하는 업무를 한다.","·  한복 수선을 하는 경우에는 ‘86310000 한복 제조원’으로 분류한다.
·  구두제조업체에서 구두 수선만을 전문적으로 수행할 경우 ‘86410000 제화원’으로 분류하고, 구두미화원으로서 구두 닦는 일을 하면서 간단한 구두 수선작업을 병행하는 경우 ‘56310000 구두 미화원’으로 분류한다.","· 가죽의류수선원, 가죽제품수선원, 구두수선원(의복,가죽,모피수선분야), 모자수선원, 모피의류수선원, 모피제품수선원,  의류수선원, 의복리폼원, 의복수선원, 장갑수선원",,
86390000,5,기타 의복 제조 관련 기능 종사원,3242,"·  다양한 의복 제조에 관계되는 기능적 업무를 수행하지만, 상기 세세세분류 직무들 어디에도 포함되지 않는 직업이 여기에 포함된다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.",,"· 교복제조원, 근무복제조원, 등산복제조원, 운동복제조원, 유니폼제조원, 의류견본제작원, 체육복제조원",,
86390001,5,재단 보조원,3243,·  재단사의 지시에 따라 재단작업을 지원하거나 재단작업 중 비교적 단순한 난이도의 작업을 직접 수행하기도 한다.,,,,
86390002,5,재봉 보조원(미싱보조원),3244,"·  재봉사의 지시에 따라 재봉작업을 지원하거나, 재봉 작업 중 비교적 단순한 난이도의 작업을 직접 수행하기도 한다.",,,,
86390003,5,의류의복제조 보조원,3245,"·  의류·  의복 제조원의 지시에 따라 제조 작업을 지원하거나, 제조 중 비교적 단순한 난이도의 작업을 직접 수행하기도 한다.",,,,
86390004,5,마스크 제조원,3246,·  고객의 주문에 따라 마스크 제조에 사용되는 원부자재를 이용하여 마스크를 제조하는 작업을 수행한다.,,,,
86410000,5,제화원(수제구두제조원),3247,"·  구두 등 다양한 가죽신을 제작 또는 수선하며, 고객의 요청에 따라 발, 다리의 기형 교정이나 통증 완화를 위한 정형 신발을 전문으로 제작, 수선하기도 한다. ","·  제화원은 주로 수제화를 만드는 자이며, 신발공장에서 신발을 제조할 경우 ‘86420000 신발 제조기 조작원’으로 분류한다.
·  한국장애인고용공단의 직업영역개발사업을 통해 개발된 수제구두제작자(2018)는 본 직무로 분류한다.","· 갑피재봉사, 구두제조수선원, 신발수선원, 정형화제조원, 제화리폼원, 제화원, 수제구두제작자",,
86420000,5,신발 제조기 조작원,3248,·  생고무를 고열압축으로 성형하는 기계를 이용하여 신발창을 만드는 기계를 조작하거나 고무밑창을 접착하는 등 신발을 제작하기 위해 각 생산공정에서 사용되는 기계를 조작하는 업무를 한다.,"·  신발공장에서 각각의 생산공정에 사용되는 기계를 조작하는 경우 본 직무로 분류한다. 단, 생산공정 중 전문적으로 재단이나 재봉만을 수행할 경우 ‘86220000 재단사’, ‘86230200 가죽·  모피·  신발 재봉사’로 분류한다.
·  ‘86410000 제화원(수제구두제조원)’은 신발제조 전 공정을 담당하며, 흔히 수제화를 만드는 사람으로 인식하면 된다.","· 갑피가공원, 겉창압착원, 구두골가공원, 구두골압출기조작원, 구두굽가공원, 구두창부착원, 굽가공원, 신발검사원, 신발뒤축성형원, 신발앞골성형원, 신발우레탄성형원, 신발제조기조작원, 신발조립원, 신발중창가공원, 신발창접착원, 신발측면성형원, 신발폴리싱작업원, Heel Laster, Side Laster, Toe Laster",,
86430000,5,세탁 기계 조작원,3249,"·  의류 수건, 이불 등의 섬유제품이나 기타 유사 물품을 세척하는 세탁기계나 건조기, 드라이클리닝기를 조작하는 업무를 수행한다.","·  본 직무는 제조업체에서 세탁관련 기계를 조작하는 사람으로서, 소형 세탁소에서 세탁 및 다림질 업무를 수행할 경우에는 ‘56320000 세탁원 및 다림질원’으로 분류한다.
·  세탁과 의복수선을 겸할 경우, 의복수선은 세탁에 비해 상위의 능력이므로 ‘86340000 의복· 가죽 및 모피 수선원’으로 분류한다.","· 견섬유정련기조작원, 견직물가중기조작원, 다림질기조작원, 대형세탁기조작원, 드라이크리닝원, 드라이클리닝기조작원, 섬유건조기조작원, 섬유마전기조작원, 세탁건조기조작원, 세탁다림질기조작원, 의복세탁기조작원, 축융기조작원, 카펫세탁기조작원, 호부처리기조작원",,
86490000,5,기타 직물·신발 관련 기계 조작원,3250,·  직물이나 신발 제조 등에 필요한 기계조작 및 조립 관련 직무를 수행하지만 상기 세세세분류 직무들 어디에도 포함되지 않는 직업이 여기에 포함된다.,"·  섬유 및 직물제품 제조를 위해 전문적으로 재봉, 재단 등을 수행할 경우에는 해당하는 각각의 직무에 분류한다.","· 가발베이스제조원, 가죽도장공, 가죽염색기조작원, 끈제조기조작원, 링킹기계조작원, 매트리스제조기조작원, 무두질기조작원, 문양지펀칭기조작원, 밧줄제조기조작원, 버핑기조작원, 셔츠홀딩기조작원, 시트제품제조원, 원단재단기조작원, 원피제모기조작원, 자동재단기조작원, 회전드럼조작원",,
87110000,5,제과원 및 제빵사,3251,"·  밀가루, 쇼트닝, 설탕, 소금, 팽창제, 물 등을 배합하고 제빵용 기계와 기구를 이용하여 반죽, 성형, 굽기, 장식 등의 과정을 거쳐 빵을 만들거나 케이크, 파이, 등을 제조하고 장식하는 업무를 한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.","·  빵이나 과자를 제조하는 공장 등에서 전체공정 중 분쇄 등 일부 작업을 담당하는 기계 조작원의 경우에는 ‘87330100 과자·  빵·  떡·  캔디·  초콜릿 제조기계 조작원’으로 분류한다.
·  제과 체인점에서 빵을 전혀 만들지 않고 숙성된 빵 재료를 본사로부터 받아 오븐으로 구워 진열하고 판매만 하는 경우는 ‘53210000 패스트푸드 준비원’으로 분류한다.","· 쇼콜라티에, 슈가크래프터, 양과제과사, 제과사(제과원), 제빵반장, 제빵사(제빵원), 파티쉐",,
87110001,5,제과제빵 보조원,3252,"·  제과원, 제빵원의 지시에 따라 제과·  제빵 과정을 보조하거나, 제과·  제빵 과정 중 난이도가 비교적 낮은 작업을 수행하기도 한다.","·  제과제빵 자격증이 필요하지 않아 장애인이 구인이 많은 직무이다.
·  제과제빵사의 작업을 보조하거나 만들어진 빵을 진열한다.",· 제과제빵견습원,,
87120000,5,떡 제조원(한과 포함),3253,"·  시루떡, 인절미, 경단 등 각종 한식 떡을 제조하기 위하여 찹쌀, 쌀, 콩, 팥 등 재료를 분쇄하여 반죽하고 증자·  성형하는 장비를 조작하거나 손으로 모양을 만든 후 고물이나 설탕 등 첨가물을 넣고 찌거나 익히는 업무를 한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.",·  떡이나 한과를 제조하는 전체 공정 중 일부 작업만을 담당하는 기계조작원의 경우에는 ‘87320000 제분 및 도정 관련 기계 조작원’으로 분류한다.,"· 강정제조원, 떡제조원(경단·시루떡·오색단자제조원), 한과제조원",,
87120001,5,떡 제조 보조원,3254,"·  떡 제조원의 지시에 따라 떡 제조 과정을 보조하거나, 떡 제조 과정 중 비교적 난이도가 낮은 작업을 수행하기도 한다. ",·  한국장애인고용공단의 직무개발사업(중증장애인 고용모델 개발·  확산사업)을 통해 개발된 떡 제조기능사(2023)는 본 직무로 분류한다.,"· 떡제조견습원, 떡 제조기능사",Y,
87120002,5,전통음식 제조원,3255,"·  전통과자, 떡 등 전통 음식의 상품 모양을 디자인하고, 디자인한 모양에 맞춰 전통음식의 생산 과정을 수행한다.",·  한국장애인고용공단의 직무개발사업(현장 중심 직무개발사업)을 통해 개발된 K-푸드 메이커(2025)는 본 직무로 분류한다.,,Y,
87210000,5,정육 가공원 및 도축원,3256,,,,,
87210100,5,도축원,3257,"·  도축장에서 소, 돼지, 닭 등을 식용에 사용할 목적으로 도살하고 뼈를 발라내며 육류의 부위를 고려하여 일정하게 잘라 적당한 크기의 고깃덩이로 만드는 일을 수행한다.",·  육류를 이용하여 가공식품을 만드는 경우에는 ‘87310100 육류 가공기계 조작원’으로 분류한다.,"· 계류원, 기계박피원, 도살원, 방혈원, 분골원, 뼈제거원, 육류세척원(도축공정), 전기도살원, 정형원, 축가공기술자",,
87210200,5,정육원,3258,"·  정육점에서 소비자의 요구 맞춰 소, 돼지고기 등을 부위에 따라 절단기와 분쇄기를 이용하여 자르거나 갈고 계량을 하여 판매한다.","·  대형매장 정육코너, 직판장 등에서 육류의 계량과 판매만을 담당하는 경우에는 판매원 중 해당하는 세세세분류 직무(대형마트 판매원, 음식료품판매원 등)으로 분류해야 한다. 그러나 고기를 절단, 분쇄 등의 가공작업이 주이고 부가적으로 판매를 하는 경우에만 본 직무로 분류한다.","· 정육가공원, 정육포장원",,
87220000,5,김치 및 밑반찬 제조 종사원,3259,"·  원료를 소금이나 식초 등에 절여 가공하고자 하는 형태로 만든 각종 양념과 재료를 넣고 김치와 장아찌, 멸치볶음 등 밑반찬을 제조하는 업무를 한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.",,"· 김치제조원, 농산물세척원, 도시락제조원, 밑반찬제조종사원, 배추절임원",,
87220001,5,김치제조 보조원,3260,·  김치제조원의 지시에 따라 김치 제조과정을 보조하거나 김치 제조 과정 중 비교적 난이도가 낮은 작업을 수행하기도 한다.,,,,
87220002,5,밑반찬제조 보조원,3261,·  밑반찬제조원의 지시에 따라 밑반찬 제조과정을 보조하거나 밑반찬 제조 과정 중 비교적 난이도가 낮은 작업을 수행하기도 한다.,,,,
87230000,5,도시락 제조원,3262,·  식품이나 담배의 원료와 최종 생산품이 표준에 맞는지를 검사하고 등급을 메기는 업무를 한다.,,"· 고기선별원, 담배검사원, 담배등급원, 식용유선별원, 식품검사원(육류,채소,과일등), 식품등급원, 식품선별원, 육류등급판정원, 채소선별원",,
87240000,5,식품 및 담배 등급원,3263,·  식품이나 담배의 원료와 최종 생산품이 표준에 맞는지를 검사하고 등급을 메기는 업무를 한다.,,"· 고기선별원, 담배검사원, 담배등급원, 식용유선별원, 식품검사원(육류,채소,과일등), 식품등급원, 식품선별원, 육류등급판정원, 채소선별원",,
87290000,5,"기타 식품 가공 관련 기능 종사원(건강원,탕제원 등)",3264,"·  식품 가공과 관계된 수작업 기능 업무를 수행하지만 상기 세세세분류 직무들 어디에도 포함되지 않는 직업이 여기에 포함된다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.","·  식품 가공을 위해 기계조작을 하는 경우는 ‘87390000 기타 식품가공 관련 기계 조작원(유지, 장류, 조미식품, 설탕, 커피, 담배 등)’으로 분류한다.","· 간장제조원(수작업), 건강보조식품제조원, 건강식품제조원, 건강원종사자, 고기염장원, 고추장제조원(수작업), 된장제조원, 생선뼈제거원, 어묵제조원(수작업), 전통술제조원, 한천제조원, 김가공원, 생선조미원, 생선해체원, 젓갈조미원",,
87290001,5,탕제원,3265,·  탕제에 사용되는 원재료를 세척·  증숙·  건조·  농축하는 과정을 수행한다.,,· 탕제견습원,,
87290002,5,건어물 가공원,3266,"·  어류의 내장, 뼈 등 불필요한 부분을 제거하고 세척한 후 건조를 위해 장비를 이용하거나 판매를 위해 포장하는 업무를 수행하기도 한다.","·  황태 건조장, 김가공업체 등에서 장애인 구인이 있다.","· 수산물건조원, 어류염장원",,
87290003,5,반려동물 식품 및 사료 가공원,3267,"·  반려동물의 식품·  사료 제조를 위해 원재료를 선별, 혼합, 제조하는 업무를 수행한다.","·  한국장애인고용공단의 중증장애인 고용모델 개발·  확산사업을 통해 개발된 반려동물 사료제조원(2020), 반려견 수제 간식 제조원(2021), 반려동물 푸드 메이커(2025)는 본 직무로 분류한다.","· 반려견수제간식제조원, 반려동물 사료제조원, 반려견 수제 간식 제조원, 반려동물 푸드 메이커",Y,
87290004,5,수제청 생산원,3268,"·  수제청 생산을 위해 과일 등의 원재료를 선별, 세척, 건조, 가공하는 업무를 수행한다.",·  한국장애인고용공단의 직무개발사업(현장 중심 직무개발사업)을 통해 개발된 수제청 생산원(2023)은 본 직무로 분류한다.,· 수제청제조원,Y,
87290005,5,전통주 제조보조원,3269,"·  전통주제조원의 지시에 따라 전통주 생산과정을 보조하거나 생산제품 품질관리, 포장 등 비교적 난이도가 낮은 작업을 수행하기도 한다.",·  한국장애인고용공단의 직무개발사업(중증장애인 고용모델 개발·  확산사업)을 통해 개발된 전통주 바리스타(2023)는 본 직무로 분류한다.,"· 전통주제조보조원, 전통주 바리스타",Y,
87310000,5,육류·어패류 및 낙농품 가공 기계 조작원,3270,,,,,
87310100,5,육류 가공기계 조작원,3271,"·  소고기, 돼지고기 등 육류를 훈제하거나 햄을 제조하는 등 육류를 가공하는 기계를 조작하는 일을 한다.",,"· 살균기조작원, 육류가공처리기조작원, 육류냉각기조작원, 육류보존처리기조작원, 육류살균기조작원, 육류세척원(가공공정), 육류염장원, 육류통조림기조작원, 햄·소시지제조기조작원, 햄가공원, 훈제기조작원",,
87310200,5,어패류(수산물) 가공기계 조작원,3272,"·  어류 훈제품, 어류 소시지 및 통조림 제조 등 수산물 및 기타 식품을 가공하는 기계를 조작한다.",,"· 다시마·김가공원, 맛살제조원, 생선묵제조원, 생선절단원, 생선조미원, 생선해체원, 수산물세척원, 수산물염장원, 수산물원료처리원, 수산물절임원, 어류가공기조작원, 어류제품제조기조작원, 어염건어물제조원, 어패류훈제원, 젓갈조미원, 패류탈각원(조개껍질제거원)",,
87310300,5,낙농품 가공기계 조작원,3273,"·  치즈, 크림 또는 기타 낙농제품을 가공하는 기계를 조작한다.",,"· 발효유제조기조작원, 버터·치즈제조기조작원, 버터제조원, 분유·연유생산기조작원, 아이스크림제조기조작원, 아이스크림제조원, 우유살균기조작원, 치즈제조원",,
87320000,5,제분 및 도정 관련 기계 조작원,3274,"·  식품이나 사료생산을 위해 곡물을 도정하거나, 곡물 또는 고추 등의 식재료를 제분하기 위해 분쇄, 마쇄, 혼합 등 가공에 사용되는 기계를 조작하는 업무를 수행한다.","·  제과제빵공장 등에서 제빵 ·  제과의 일부 공정을 담당하면서 관련제조기계를 조작하는 경우 ‘87330100 과자·  빵·  떡·  캔디·  초콜릿 제조기계 조작원’으로 분류한다. 단, 손이나 수동식도구 및 관련 설비 등을 이용하여 제조전공정의 작업을 수행하는 경우 ‘87110000 제과원 및 제빵사’으로 분류한다.
·  선식제조원은 본 직무로 분류한다","· 곡물가공기조작원, 곡물건조기조작원, 곡물마쇄기조작원, 곡물박피기조작원, 곡물압착기조작원, 곡물제분기조작원, 도정기조작원, 마찰식정미기조작원, 밀정선기조작원, 사료제분기조작원, 조미료압착기조작원, 조미료제분기조작원",,
87330000,5,곡물가공 제품 기계 조작원,3275,,,,,
87330100,5,과자·빵·떡·캔디·초콜릿 제조기계 조작원,3276,"·  밀가루 및 여러 가지 곡물 가루로 떡, 빵, 케이크, 비스킷, 파이, 초콜릿, 과자 등의 제품을 제조하는 기계를 조작한다.",·  손이나 수동식도구 및 관련설비 등을 이용하여 제조전공정의 작업을 수행하는 경우 ‘87110000 제과원 및 제빵사’으로 분류한다.,"· 강정제조기조작원, 과자생산기조작원, 과자제조원, 껌제조원, 떡생산기조작원, 빵생산기조작원, 사탕제조원, 제빵반죽혼합기조작원, 초콜릿제조원, 페이스트리생산기조작원",,
87330200,5,두부 및 유사제품 생산기계 조작원,3277,"·  두부와 묵, 유부, 도토리묵, 메밀묵 등을 제조하기 위하여 콩을 선별·  자숙·  성형하는 기계를 조작한다.",,"· 두부제조기조작원, 두부제조원, 묵제조원, 유부제조기조작원",,
87330300,5,국수 및 면류제품 생산기계 조작원,3278,"·  국수, 라면, 당면 및 기타 유사한 면류를 제조하는 기계를 조작하는 업무를 수행한다.",,"· 국수제조원, 냉면제조기조작원, 당면제조원, 라면제조원, 마카로니제조기조작원, 파스타제조기조작원",,
87340000,5,과실 및 채소가공 관련 기계 조작원,3279,"·  과실과 채소에서 주스를 추출하거나 건조, 조리하고 통조림 또는 냉동으로 과실, 채소, 견과를 가공하는 기계를 조작하는 업무를 한다.","·  과일과 채소로 부터 직접 가열 또는 압착하여 주스를 추출하는 기계를 조작하는 경우는 ‘87340000 과실 및 채소가공 관련 기계 조작원’으로 분류하고, 각종 천연즙을 포함하여 여려가지 원료와 향을 혼합하여 주스 음료를 제조하는 경우에는 ‘87350000 음료 제조 관련 기계 조작’으로 분류한다.","· 과실선별기조작원, 과실착즙기조작원, 과일살균기조작원, 세척기조작원, 채소냉장기조작원, 채소살균기조작원, 채소선별기조작원, 통조림재료세척원",,
87350000,5,음료 제조 관련 기계 조작원,3280,"·  소주, 맥주 등 알코올성 음료와 탄산음료, 커피음료 등의 비알코올성 음료를 제조하는 기계를 조작하는 업무를 수행한다.",,"· 가당음료생산기조작원, 가향음료생산기조작원, 비알코올성음료제조기조작원, 알코올성음료제조기조작원, 음료혼합기조작원, 증류기조작원, 청량음료생산기조작원",,
87390000,5,"기타 식품가공 관련 기계 조작원(유지, 장류, 조미식품, 설탕, 커피, 담배 등)",3281,"·  식품 가공 기계 조작 관련 직무를 수행하지만 상기 세세세분류 직무들 어디에도 포함되지 않는 직업이 여기에 포함된다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.",,"· 간장제조원, 강장식품제조기조작원, 건강보조식품제조기조작원, 경화기조작원, 고추장제조원, 김제조원, 담배제조원, 된장제조원, 마가린제조기조작원, 설탕정제결정기조작원, 설탕정제기조작원, 설탕정제탄화기조작원, 설탕제조원, 소금제조기조작원, 식사용조제식품제조기조작원, 식용견과가공기, 식용견과세척기조작원(착유용), 식용색소제조기조작원, 식용유정제기조작원, 식용유착유기조작원, 식초제조기조작원, 어묵제조원, 엽연초배합기조작원, 엽연초절단기조작원, 엽연초제경기조작원, 엽연초진공조절기조작원, 오일씨드압착기조작원, 오일씨드추출기조작원, 이스트생산원, 장류생산기조작원, 조미료제조원, 죽류제조기조작원, 죽염제조기조작원, 천연조미식품제조기조작원, 커피크리머제조기조작원, 향신료제조원, 혼합조제조미료제조기조작원, 효모제조기조작원",,
87390001,5,식품 제조 및 가공 보조원,3282,"·  상기 세세세분류 직무에 포함되지 않는 식품 제조 및 가공원의 지시를 받아 식품 제조·  가공 작업을 지원하거나, 비교적 단순한 난이도의 작업을 수행하기도 한다.",,"· 식품제조보조원, 식품가공보조원",,
87390002,5,원두 가공 보조원,3283,"·  향미, 산미, 균질성 등 품질을 정밀하게 유지하기 위해 원두를 검수하는 업무를 수행한다.",·  한국장애인고용공단의 직무개발사업(현장 중심 직무개발사업)을 통해 개발된 원두 품질 관리원(2025)은 본 직무로 분류한다.,· 원두 품질 관리원,Y,
88110000,5,인쇄 관련 기계 조작원,3284,,,,,
88110100,5,인쇄판·인쇄필름 출력원,3285,"·  인쇄을 위해 인쇄판을 만들고 인쇄필름 출력기를 조작하여 적, 황, 흑색 등의 통필름으로 출력한다.",·  DTP편집원은 ‘41540200 책·  인쇄물·  출판 디자이너’로 분류한다. ,"· 그라비아제판원, 대절원, 레이저출력원, 문선원, 사진식자원, 사진제판원, 소부원, 소절원, 식사원, 실사출력원, 연판제조원, 인쇄소부원, 인쇄스캐너조작원, 인쇄식각원, 인쇄조판원, 인쇄판출력원, 인쇄필름출력원, 자동주조식자원, 재판원, 전기제판원, 터잡기원, 하리꼬미원, 활자조판원",,·  프로그래밍으로 출력이 되기 때문에 이와 관련된 훈련 후 취업 가능하다.
