jobCd,jobCdLevel,jobCdNm,rnum,jobTask,noticeCn,simlrJob,sprdOckclsYn,jobdevtipCn
0,0,경영·사무·금융·보험직,1,,,,,
1,0,연구직 및 공학 기술직,2,,,,,
2,0,교육·법률·사회복지·경찰·소방직 및 군인,3,,,,,
3,0,보건·의료직,4,,,,,
4,0,예술·디자인·방송·스포츠직,5,,,,,
5,0,미용·여행·숙박·음식·경비·청소직,6,,,,,
6,0,영업·판매·운전·운송직,7,,,,,
7,0,건설·채굴직,8,,,,,
8,0,설치·정비·생산직,9,,,,,
9,0,농림어업직,10,,,,,
01,1,관리직(임원·부서장),11,,,,,
02,1,경영·행정·사무직,12,,,,,
03,1,금융·보험직,13,,,,,
11,1,인문·사회과학 연구직,14,,,,,
12,1,자연·생명과학 연구직,15,,,,,
13,1,정보통신 연구개발직 및 공학기술직,16,,,,,
14,1,건설·채굴 연구개발직 및 공학기술직,17,,,,,
15,1,제조 연구개발직 및 공학기술직,18,,,,,
21,1,교육직,19,,,,,
22,1,법률직,20,,,,,
23,1,사회복지·종교직,21,,,,,
24,1,경찰·소방·교도직,22,,,,,
25,1,군인,23,,,,,
30,1,보건·의료직,24,,,,,
41,1,예술·디자인·방송직,25,,,,,
42,1,스포츠·레크리에이션직,26,,,,,
51,1,미용·예식 및 반려동물 서비스직,27,,,,,
52,1,여행·숙박·오락 서비스직,28,,,,,
53,1,음식 서비스직,29,,,,,
54,1,경호·경비직,30,,,,,
55,1,돌봄 서비스직(간병·육아),31,,,,,
56,1,청소 및 기타 개인서비스직,32,,,,,
61,1,영업·판매직,33,,,,,
62,1,운전·운송직,34,,,,,
70,1,건설·채굴직,35,,,,,
81,1,기계 설치·정비·생산직,36,,,,,
82,1,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),37,,,,,
83,1,전기·전자 설치·정비·생산직,38,,,,,
84,1,정보통신 설치·정비직,39,,,,,
85,1,화학·환경 설치·정비·생산직,40,,,,,
86,1,섬유·의복 생산직,41,,,,,
87,1,식품 가공·생산직,42,,,,,
88,1,인쇄·목재·공예 및 기타 설치·정비·생산직,43,,,,,
89,1,제조 단순직,44,,,,,
90,1,농림어업직,45,,,,,
011,2,의회의원·고위공무원 및 기업 고위임원,46,,,,,
012,2,행정·경영·금융·보험 관리자　,47,,,,,
013,2,전문서비스 관리자,48,,,,,
014,2,미용·여행·숙박·음식·경비·청소 관리자,49,,,,,
015,2,영업·판매·운송 관리자,50,,,,,
016,2,건설·채굴·제조·생산 관리자,51,,,,,
021,2,정부행정 전문가 및 관련 종사자,52,,,,,
022,2,경영·인사 전문가,53,,,,,
023,2,회계·세무·감정 전문가,54,,,,,
024,2,광고·조사·상품기획·행사기획 전문가,55,,,,,
025,2,정부행정 사무원,56,,,,,
026,2,경영지원 사무원,57,,,,,
027,2,회계·경리 사무원,58,,,,,
028,2,무역·운송·생산·품질 사무원,59,,,,,
029,2,안내·고객상담·통계·비서 및 기타 사무원,60,,,,,
031,2,금융·보험 전문가,61,,,,,
032,2,금융·보험 사무원,62,,,,,
033,2,금융·보험 영업원,63,,,,,
110,2,인문·사회과학 연구원,64,,,,,
121,2,자연과학 연구원 및 시험원,65,,,,,
122,2,생명과학 연구원 및 시험원,66,,,,,
131,2,컴퓨터하드웨어·통신공학 기술자,67,,,,,
132,2,컴퓨터시스템 전문가,68,,,,,
133,2,소프트웨어 개발자,69,,,,,
134,2,네트워크 시스템 개발자 및 정보보안 전문가,70,,,,,
135,2,데이터 전문가,71,,,,,
136,2,정보시스템 및 웹 운영자,72,,,,,
137,2,통신·방송송출 장비 기사,73,,,,,
140,2,건축·토목공학 기술자 및 시험원,74,,,,,
151,2,기계·로봇공학 기술자 및 시험원,75,,,,,
152,2,금속·재료공학 기술자 및 시험원,76,,,,,
153,2,전기·전자공학 기술자 및 시험원,77,,,,,
154,2,화학공학 기술자 및 시험원,78,,,,,
155,2,에너지·환경공학 기술자 및 시험원,79,,,,,
156,2,섬유공학 기술자 및 시험원,80,,,,,
157,2,식품공학 기술자 및 시험원,81,,,,,
158,2,소방·방재·산업안전·비파괴 기술자,82,,,,,
159,2,제도사 및 기타 공학 기술자 및 시험원,83,,,,,
211,2,대학 교수 및 강사,84,,,,,
212,2,학교 교사,85,,,,,
213,2,유치원 교사,86,,,,,
214,2,문리·기술·예능 강사,87,,,,,
215,2,장학관 및 기타 교육 종사자,88,,,,,
221,2,법률 전문가,89,,,,,
222,2,법률 사무원,90,,,,,
231,2,사회복지사 및 상담사,91,,,,,
232,2,보육교사 및 기타 사회복지 종사자,92,,,,,
233,2,성직자 및 기타 종교 종사자,93,,,,,
240,2,"경찰관, 소방관 및 교도관",94,,,,,
250,2,군인,95,,,,,
301,2,"의사, 한의사 및 치과의사",96,,,,,
302,2,수의사,97,,,,,
303,2,약사 및 한약사,98,,,,,
304,2,간호사,99,,,,,
305,2,영양사,100,,,,,
306,2,의료기사·치료사·재활사,101,,,,,
307,2,보건·의료 종사자,102,,,,,
411,2,작가·통번역가,103,,,,,
412,2,기자 및 언론 전문가,104,,,,,
413,2,학예사·사서·기록물관리사,105,,,,,
414,2,"창작·공연 전문가(작가, 연극 제외)",106,,,,,
415,2,디자이너,107,,,,,
416,2,연극·영화·방송 전문가,108,,,,,
417,2,문화·예술 기획자 및 매니저,109,,,,,
420,2,스포츠·레크리에이션 종사자,110,,,,,
511,2,미용 서비스원,111,,,,,
512,2,결혼·장례 등 예식 서비스원,112,,,,,
513,2,반려동물 서비스원,113,,,,,
521,2,여행 서비스원,114,,,,,
522,2,항공기·선박·열차 객실승무원,115,,,,,
523,2,숙박시설 서비스원,116,,,,,
524,2,오락시설 서비스원,117,,,,,
531,2,주방장 및 조리사,118,,,,,
532,2,식당 서비스원,119,,,,,
541,2,경호·보안 종사자,120,,,,,
542,2,경비원,121,,,,,
550,2,돌봄 서비스 종사자,122,,,,,
561,2,청소 종사자,123,,,,,
562,2,세정원 및 방역원,124,,,,,
563,2,가사 서비스원,125,,,,,
564,2,검침·주차관리 및 기타 서비스 단순 종사자,126,,,,,
611,2,부동산 컨설턴트 및 중개사,127,,,,,
612,2,기술·해외 영업원 및 상품중개인,128,,,,,
613,2,자동차 및 제품 영업원,129,,,,,
614,2,텔레마케터,130,,,,,
615,2,판매 종사자,131,,,,,
616,2,매장 계산원 및 매표원　,132,,,,,
617,2,판촉 및 기타 판매 단순 종사자,133,,,,,
621,2,항공기·선박·철도 조종사 및 관제사,134,,,,,
622,2,자동차 운전원,135,,,,,
623,2,물품이동장비 조작원(크레인·호이스트·지게차),136,,,,,
624,2,택배원 및 기타 운송 종사자,137,,,,,
701,2,건설구조 기능원,138,,,,,
702,2,건축마감 기능원,139,,,,,
703,2,배관공,140,,,,,
704,2,건설·채굴 기계 운전원,141,,,,,
705,2,기타 건설 기능원(채굴포함),142,,,,,
706,2,건설·채굴 단순 종사자,143,,,,,
811,2,기계장비 설치·정비원(운송장비 제외),144,,,,,
812,2,운송장비 정비원,145,,,,,
813,2,금형원 및 공작기계 조작원,146,,,,,
814,2,냉·난방 설비 조작원,147,,,,,
815,2,자동조립라인·산업용로봇 조작원,148,,,,,
816,2,기계 조립원(운송장비 제외),149,,,,,
817,2,운송장비 조립원,150,,,,,
821,2,금속관련 기계·설비 조작원,151,,,,,
822,2,판금원 및 제관원,152,,,,,
823,2,단조원 및 주조원,153,,,,,
824,2,용접원 및 용접기 조작원,154,,,,,
825,2,도장원 및 도금원　,155,,,,,
826,2,비금속제품 생산기계 조작원,156,,,,,
831,2,전기공,157,,,,,
832,2,전기·전자 기기 설치·수리원,158,,,,,
833,2,발전·배전 장치 조작원,159,,,,,
834,2,전기·전자 설비 조작원,160,,,,,
835,2,전기·전자 부품·제품 생산기계 조작원　,161,,,,,
836,2,전기·전자 부품·제품 조립원,162,,,,,
841,2,정보통신기기 설치·수리원,163,,,,,
842,2,방송·통신장비 설치·수리원,164,,,,,
851,2,석유·화학물 가공장치 조작원,165,,,,,
852,2,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,166,,,,,
853,2,환경관련 장치 조작원,167,,,,,
861,2,섬유 제조·가공 기계 조작원,168,,,,,
862,2,"패턴사, 재단사 및 재봉사",169,,,,,
863,2,의복 제조원 및 수선원,170,,,,,
864,2,"제화원, 기타 섬유·의복 기계 조작원 및 조립원",171,,,,,
871,2,제과·제빵원 및 떡제조원,172,,,,,
872,2,식품 가공 기능원,173,,,,,
873,2,식품 가공 기계 조작원,174,,,,,
881,2,인쇄기계·사진현상기 조작원,175,,,,,
882,2,목재·펄프·종이 생산기계 조작원,176,,,,,
883,2,가구·목제품 제조·수리원,177,,,,,
884,2,공예원 및 귀금속세공원,178,,,,,
885,2,악기·간판 및 기타 제조 종사자,179,,,,,
890,2,제조 단순 종사자,180,,,,,
901,2,작물재배 종사자,181,,,,,
902,2,낙농·사육 종사자,182,,,,,
903,2,임업 종사자　,183,,,,,
904,2,어업 종사자,184,,,,,
905,2,농림어업 단순 종사자,185,,,,,
0111,3,의회 의원,186,,,,,
0112,3,고위 공무원 및 정당·특수 단체 임원,187,,,,,
0113,3,기업 대표 및 기업 고위 임원,188,,,,,
0121,3,정부 행정 관리자,189,,,,,
0122,3,경영 지원 관리자,190,,,,,
0123,3,마케팅 및 광고·홍보 관리자,191,,,,,
0124,3,금융 및 보험 관리자,192,,,,,
0131,3,연구 관리자,193,,,,,
0132,3,교육 관리자,194,,,,,
0133,3,법률·경찰·소방 및 교도 관리자,195,,,,,
0134,3,보건 의료 관련 관리자,196,,,,,
0135,3,사회복지 관련 관리자,197,,,,,
0136,3,문화·예술 관련 관리자,198,,,,,
0137,3,정보 통신 관련 관리자,199,,,,,
0139,3,기타 전문 서비스 관리자,200,,,,,
0141,3,숙박·여행·오락 및 스포츠 관련 관리자,201,,,,,
0142,3,음식 서비스 관련 관리자,202,,,,,
0143,3,환경·청소 및 경비 관련 관리자,203,,,,,
0151,3,영업 및 판매 관련 관리자,204,,,,,
0152,3,운송 관련 관리자,205,,,,,
0159,3,기타 판매 및 고객 서비스 관리자,206,,,,,
0161,3,건설 및 광업 관련 관리자,207,,,,,
0162,3,전기·가스 및 수도 관련 관리자,208,,,,,
0163,3,제품 생산 관련 관리자,209,,,,,
0169,3,기타 건설·전기 및 생산 관련 관리자,210,,,,,
0211,3,정부 행정 전문가,211,,,,,
0212,3,행정사,212,,,,,
0221,3,경영 및 진단 전문가,213,,,,,
0222,3,인사 및 노사 관련 전문가,214,,,,,
0231,3,회계사,215,,,,,
0232,3,세무사,216,,,,,
0233,3,관세사,217,,,,,
0234,3,감정 관련 전문가,218,,,,,
0241,3,광고 및 홍보 전문가,219,,,,,
0242,3,조사 전문가,220,,,,,
0243,3,상품 기획 전문가,221,,,,,
0244,3,행사·전시 및 회의 기획자,222,,,,,
0251,3,조세 행정 사무원,223,,,,,
0252,3,관세 행정 사무원,224,,,,,
0253,3,병무 행정 사무원,225,,,,,
0259,3,기타 정부 행정 사무원,226,,,,,
0261,3,경영 기획 사무원,227,,,,,
0262,3,영업 및 마케팅 사무원,228,,,,,
0263,3,인사 및 노무 사무원,229,,,,,
0264,3,교육 및 훈련 사무원,230,,,,,
0265,3,총무 사무원 및 대학 행정조교,231,,,,,
0266,3,감사 사무원,232,,,,,
0271,3,회계 사무원,233,,,,,
0272,3,경리 사무원,234,,,,,
0281,3,무역 사무원,235,,,,,
0282,3,도로 및 철도운송 사무원,236,,,,,
0283,3,수상 및 항공운송 사무원,237,,,,,
0284,3,자재관리 사무원,238,,,,,
0285,3,생산 및 품질관리 사무원,239,,,,,
0289,3,기타 운송 및 무역 사무원,240,,,,,
0291,3,안내·접수원 및 전화교환원,241,,,,,
0292,3,고객 상담 및 모니터 요원,242,,,,,
0293,3,통계·데이터 관련 사무원,243,,,,,
0294,3,비서,244,,,,,
0295,3,전산 자료 입력원,245,,,,,
0296,3,속기사,246,,,,,
0297,3,자원봉사 관리원,247,,,,,
0299,3,기타 사무 지원 종사원,248,,,,,
0311,3,투자 및 신용 분석가,249,,,,,
0312,3,자산 운용가,250,,,,,
0313,3,금융 및 보험 상품 개발자,251,,,,,
0314,3,증권 및 외환 딜러,252,,,,,
0315,3,손해 사정사,253,,,,,
0319,3,기타 금융 및 보험 관련 전문가,254,,,,,
0321,3,은행 사무원,255,,,,,
0322,3,증권 사무원,256,,,,,
0323,3,보험 심사원 및 사무원,257,,,,,
0324,3,출납 창구 사무원,258,,,,,
0325,3,수금원 및 신용 추심원,259,,,,,
0329,3,기타 금융 사무원,260,,,,,
0331,3,대출 및 신용카드 모집인,261,,,,,
0332,3,보험 모집인 및 투자 권유 대행인,262,,,,,
1101,3,인문과학 연구원,263,,,,,
1102,3,사회과학 연구원,264,,,,,
1211,3,자연과학 연구원,265,,,,,
1212,3,자연과학 시험원,266,,,,,
1221,3,생명과학 연구원,267,,,,,
1222,3,생명과학 시험원,268,,,,,
1223,3,농림어업 관련 시험원,269,,,,,
1311,3,컴퓨터 하드웨어 기술자 및 연구원,270,,,,,
1312,3,통신공학 기술자 및 연구원,271,,,,,
1320,3,컴퓨터시스템 전문가,272,,,,,
1331,3,시스템 소프트웨어 개발자,273,,,,,
1332,3,응용 소프트웨어 개발자,274,,,,,
1333,3,웹 개발자,275,,,,,
1339,3,기타 컴퓨터 시스템 및 소프트웨어 전문가,276,,,,,
1341,3,네트워크 시스템 개발자,277,,,,,
1342,3,정보보안 전문가,278,,,,,
1349,3,기타 네트워크 및 정보 보안 전문가,279,,,,,
1351,3,데이터 시스템 전문가,280,,,,,
1352,3,데이터 분석가,281,,,,,
1361,3,정보 시스템 운영자,282,,,,,
1362,3,웹 운영자,283,,,,,
1370,3,통신 및 방송 송출 장비 기사,284,,,,,
1401,3,건축가,285,,,,,
1402,3,건축공학 기술자,286,,,,,
1403,3,토목공학 기술자,287,,,,,
1404,3,조경 기술자,288,,,,,
1405,3,도시 및 교통 관련 전문가,289,,,,,
1406,3,측량 및 공간정보 전문가,290,,,,,
1407,3,건설자재 시험원,291,,,,,
1511,3,기계공학 기술자 및 연구원,292,,,,,
1512,3,로봇공학 기술자 및 연구원,293,,,,,
1513,3,기계 및 로봇공학 시험원,294,,,,,
1521,3,금속·재료공학 기술자 및 연구원,295,,,,,
1522,3,금속 및 재료공학 시험원,296,,,,,
1531,3,전기공학 기술자 및 연구원,297,,,,,
1532,3,반도체공학 기술자 및 연구원,298,,,,,
1533,3,전자공학 기술자 및 연구원,299,,,,,
1534,3,전기 및 전자공학 시험원,300,,,,,
1541,3,화학공학 기술자 및 연구원,301,,,,,
1542,3,화학공학 시험원,302,,,,,
1551,3,가스·에너지 기술자 및 연구원,303,,,,,
1552,3,가스 및 에너지 시험원,304,,,,,
1553,3,신재생에너지 기술자 및 연구원,305,,,,,
1554,3,신재생에너지 시험원,306,,,,,
1555,3,환경공학 기술자 및 연구원,307,,,,,
1556,3,환경공학 시험원,308,,,,,
1557,3,산업보건 및 산업환경 관리 기술자,309,,,,,
1561,3,섬유공학 기술자 및 연구원,310,,,,,
1562,3,섬유공학 시험원,311,,,,,
1571,3,식품공학 기술자 및 연구원,312,,,,,
1572,3,식품공학 시험원,313,,,,,
1581,3,소방공학 기술자 및 연구원,314,,,,,
1582,3,방재 기술자 및 연구원,315,,,,,
1583,3,소방·방재 및 산업안전 시험원,316,,,,,
1584,3,산업안전 및 산업위험 관리 기술자,317,,,,,
1591,3,제도사,318,,,,,
1599,3,기타 공학 관련 기술자 및 시험원,319,,,,,
2111,3,대학 교수,320,,,,,
2112,3,대학 강사,321,,,,,
2121,3,중·고등학교 교사,322,,,,,
2122,3,초등학교 교사,323,,,,,
2123,3,특수교육 교사,324,,,,,
2129,3,기타 교사,325,,,,,
2130,3,유치원 교사,326,,,,,
2141,3,외국어 강사,327,,,,,
2142,3,문리 강사,328,,,,,
2143,3,정보통신기술 강사,329,,,,,
2144,3,기술 및 기능계 강사,330,,,,,
2145,3,간호조무 및 요양보호 강사,331,,,,,
2146,3,자동차 운전 강사,332,,,,,
2147,3,예능 강사,333,,,,,
2148,3,학습·교구 관련 방문강사,334,,,,,
2149,3,기타 문리·기술 및 예능 강사,335,,,,,
2151,3,장학관·연구관 및 교육 관련 전문가,336,,,,,
2152,3,대학 교육 조교,337,,,,,
2153,3,교사보조 및 관련 종사원,338,,,,,
2159,3,기타 교사보조 및 아동돌봄 종사원,339,,,,,
2211,3,판사 및 검사,340,,,,,
2212,3,변호사,341,,,,,
2213,3,법무사 및 집행관,342,,,,,
2214,3,변리사,343,,,,,
2219,3,기타 법률 전문가,344,,,,,
2220,3,법률 관련 사무원,345,,,,,
2311,3,사회복지사,346,,,,,
2312,3,상담 전문가,347,,,,,
2313,3,청소년 지도사,348,,,,,
2314,3,직업 관련 상담사,349,,,,,
2315,3,시민사회 활동가,350,,,,,
2321,3,보육교사,351,,,,,
2322,3,보육 관련 시설 돌봄 종사원,352,,,,,
2329,3,기타 사회복지 전문가 및 관련 종사원,353,,,,,
2331,3,성직자,354,,,,,
2339,3,기타 종교 관련 종사원,355,,,,,
2401,3,경찰관 및 수사관,356,,,,,
2402,3,소방관,357,,,,,
2403,3,소년원 학교 교사 및 교도관,358,,,,,
2501,3,영관급 이상 장교,359,,,,,
2502,3,위관급 장교,360,,,,,
2503,3,준사관,361,,,,,
2504,3,부사관,362,,,,,
2509,3,기타 군인,363,,,,,
3011,3,전문 의사,364,,,,,
3012,3,일반 의사,365,,,,,
3013,3,한의사,366,,,,,
3014,3,치과의사,367,,,,,
3020,3,수의사,368,,,,,
3031,3,약사,369,,,,,
3032,3,한약사,370,,,,,
3040,3,간호사,371,,,,,
3050,3,영양사,372,,,,,
3061,3,임상병리사,373,,,,,
3062,3,방사선사,374,,,,,
3063,3,치과기공사,375,,,,,
3064,3,치과위생사,376,,,,,
3065,3,물리 및 작업 치료사,377,,,,,
3066,3,임상심리사,378,,,,,
3067,3,재활공학 기사,379,,,,,
3068,3,언어 및 청각능력 재활사,380,,,,,
3069,3,기타 치료·재활사 및 의료기사,381,,,,,
3071,3,응급 구조사,382,,,,,
3072,3,위생사,383,,,,,
3073,3,안경사,384,,,,,
3074,3,보건의료정보 관리사,385,,,,,
3075,3,간호조무사,386,,,,,
3076,3,환자안전 관리사,387,,,,,
3077,3,수의사 보조원,388,,,,,
3078,3,안마사,389,,,,,
3079,3,기타 돌봄 및 보건 서비스 종사원,390,,,,,
4111,3,작가,391,,,,,
4112,3,번역가 및 통역가,392,,,,,
4113,3,출판물 전문가,393,,,,,
4120,3,기자 및 언론 관련 전문가,394,,,,,
4131,3,학예사 및 문화재 보존원,395,,,,,
4132,3,사서 및 기록물관리사,396,,,,,
4141,3,화가 및 조각가,397,,,,,
4142,3,사진기자 및 사진사,398,,,,,
4143,3,만화가 및 만화영화 작가,399,,,,,
4144,3,국악 및 전통 예능인,400,,,,,
4145,3,지휘자·작곡가 및 연주가,401,,,,,
4146,3,가수 및 성악가,402,,,,,
4147,3,무용가 및 안무가,403,,,,,
4149,3,기타 시각 및 공연 예술가,404,,,,,
4151,3,제품 디자이너,405,,,,,
4152,3,패션 디자이너,406,,,,,
4153,3,실내장식 디자이너,407,,,,,
4154,3,시각 디자이너,408,,,,,
4155,3,미디어 콘텐츠 디자이너,409,,,,,
4161,3,감독 및 기술 감독,410,,,,,
4162,3,배우 및 모델,411,,,,,
4163,3,아나운서 및 리포터,412,,,,,
4164,3,촬영기사,413,,,,,
4165,3,음향 및 녹음 기사,414,,,,,
4166,3,영상·녹화 및 편집 기사,415,,,,,
4167,3,조명기사 및 영사기사,416,,,,,
4168,3,미디어 콘텐츠 창작자,417,,,,,
4169,3,기타 연극·영화 및 영상 관련 종사원,418,,,,,
4171,3,공연 및 시각예술 기획자,419,,,,,
4172,3,영화 및 음반 기획자,420,,,,,
4173,3,연예인 및 스포츠 매니저,421,,,,,
4201,3,스포츠 감독 및 코치,422,,,,,
4202,3,직업 운동선수,423,,,,,
4203,3,경기 심판 및 경기 기록원,424,,,,,
4204,3,스포츠 강사 및 트레이너,425,,,,,
4205,3,기타 스포츠 및 레크리에이션 관련 전문가,426,,,,,
4209,3,기타 여가 서비스 종사원,427,,,,,
5111,3,이용사,428,,,,,
5112,3,미용사,429,,,,,
5113,3,네일 관리사,430,,,,,
5114,3,피부 및 체형 관리사,431,,,,,
5115,3,메이크업 아티스트 및 분장사,432,,,,,
5119,3,기타 미용 관련 서비스 종사원,433,,,,,
5121,3,결혼 상담원 및 웨딩플래너,434,,,,,
5122,3,혼례 종사원,435,,,,,
5123,3,장례 상담원 및 장례 지도사,436,,,,,
5124,3,점술가 및 민속신앙 종사원,437,,,,,
5129,3,기타 개인 생활 서비스 종사원,438,,,,,
5131,3,반려동물 훈련사 및 행동 상담사,439,,,,,
5132,3,반려동물 관리 종사원,440,,,,,
5211,3,여행 상품 개발자,441,,,,,
5212,3,여행 사무원,442,,,,,
5213,3,관광 서비스 종사원,443,,,,,
5221,3,항공기 객실 승무원,444,,,,,
5222,3,선박 및 열차 객실 승무원,445,,,,,
5230,3,숙박시설 서비스 종사원,446,,,,,
5240,3,오락시설 서비스 종사원,447,,,,,
5311,3,주방장 및 요리 연구가,448,,,,,
5312,3,한식 조리사,449,,,,,
5313,3,중식 조리사,450,,,,,
5314,3,양식 조리사,451,,,,,
5315,3,일식 조리사,452,,,,,
5316,3,바텐더,453,,,,,
5317,3,음료 조리원,454,,,,,
5318,3,단체급식 조리사,455,,,,,
5319,3,기타 조리사,456,,,,,
5321,3,패스트푸드 준비원,457,,,,,
5322,3,식음료 서비스 종사원,458,,,,,
5323,3,주방 보조원,459,,,,,
5329,3,기타 식음료 서비스 종사원,460,,,,,
5411,3,경호원,461,,,,,
5412,3,청원경찰,462,,,,,
5413,3,시설 및 특수 경비원,463,,,,,
5414,3,보안 관제원,464,,,,,
5419,3,기타 경호 및 보안 관련 종사원,465,,,,,
5420,3,건물 관리원,466,,,,,
5501,3,요양보호사,467,,,,,
5502,3,간병인,468,,,,,
5503,3,노인 돌봄 종사원,469,,,,,
5504,3,장애인 돌봄 종사원,470,,,,,
5505,3,육아 도우미,471,,,,,
5611,3,건물 청소원,472,,,,,
5612,3,운송 및 시설장비 청소원,473,,,,,
5613,3,거리 및 공공장소 청소원,474,,,,,
5614,3,재활용품 및 쓰레기 수거원,475,,,,,
5619,3,기타 청소 관련 종사원,476,,,,,
5621,3,세정원,477,,,,,
5622,3,방역원,478,,,,,
5631,3,구두 미화원,479,,,,,
5632,3,세탁원 및 다림질원,480,,,,,
5633,3,가사 도우미,481,,,,,
5641,3,계기 검침원 및 가스 점검원,482,,,,,
5642,3,자동판매기 관리원,483,,,,,
5643,3,주차 관리원 및 안내원,484,,,,,
5644,3,검표원,485,,,,,
5645,3,대여 제품 방문 점검원,486,,,,,
5649,3,기타 서비스 관련 단순 종사원,487,,,,,
6110,3,부동산 컨설턴트 및 중개사,488,,,,,
6121,3,기술 영업원,489,,,,,
6122,3,해외 영업원,490,,,,,
6123,3,상품중개인 및 경매사,491,,,,,
6129,3,기타 기술 영업 및 중개 관련 종사원,492,,,,,
6131,3,자동차 영업원,493,,,,,
6132,3,제품 영업원,494,,,,,
6139,3,기타 영업원,495,,,,,
6140,3,텔레마케터,496,,,,,
6151,3,소규모 상점 경영 및 일선 관리 종사원,497,,,,,
6152,3,상점 판매원,498,,,,,
6153,3,단말기 및 통신 서비스 판매원,499,,,,,
6154,3,온라인 쇼핑 판매원,500,,,,,
6155,3,상품 대여원,501,,,,,
6156,3,노점 및 이동 판매원,502,,,,,
6157,3,방문 판매원,503,,,,,
6158,3,주유원,504,,,,,
6161,3,매장 계산원 및 요금 정산원,505,,,,,
6162,3,매표원 및 복권 판매원,506,,,,,
6171,3,홍보 도우미 및 판촉원,507,,,,,
6179,3,기타 판매 관련 단순 종사원,508,,,,,
6211,3,항공기 조종사,509,,,,,
6212,3,선장 및 항해사·도선사,510,,,,,
6213,3,철도 및 전동차 기관사,511,,,,,
6214,3,관제사,512,,,,,
6219,3,철도운송 관련 종사원,513,,,,,
6221,3,택시 운전원,514,,,,,
6222,3,버스 운전원,515,,,,,
6223,3,화물차 및 특수차 운전원,516,,,,,
6229,3,기타 자동차 운전원,517,,,,,
6230,3,물품 이동 장비 조작원,518,,,,,
6241,3,택배원,519,,,,,
6242,3,늘찬배달원,520,,,,,
6243,3,우편집배원,521,,,,,
6244,3,선박 승무원 및 관련 종사원,522,,,,,
6245,3,하역 및 적재 단순 종사원,523,,,,,
6246,3,화물 분류원,524,,,,,
6247,3,정기배달원,525,,,,,
6249,3,기타 배달원,526,,,,,
7011,3,강구조물 가공원 및 건립원,527,,,,,
7012,3,경량 철골공,528,,,,,
7013,3,철근공,529,,,,,
7014,3,콘크리트공,530,,,,,
7015,3,건축 석공,531,,,,,
7016,3,건축 목공,532,,,,,
7017,3,조적공 및 석재 부설원,533,,,,,
7019,3,기타 건설 관련 기능 종사원,534,,,,,
7021,3,미장공,535,,,,,
7022,3,방수공,536,,,,,
7023,3,단열공,537,,,,,
7024,3,바닥재 시공원,538,,,,,
7025,3,도배공 및 유리 부착원,539,,,,,
7026,3,건축 도장공,540,,,,,
7027,3,새시 조립 및 설치원,541,,,,,
7029,3,기타 건축 마감 관련 기능 종사원,542,,,,,
7031,3,건설 배관공,543,,,,,
7032,3,공업 배관공,544,,,,,
7039,3,기타 배관공,545,,,,,
7040,3,건설 및 채굴기계 운전원,546,,,,,
7051,3,광원·채석원 및 석재 절단원,547,,,,,
7052,3,철로 설치 및 보수원,548,,,,,
7059,3,기타 채굴 및 토목 관련 종사원,549,,,,,
7060,3,건설 및 광업 단순 종사원,550,,,,,
8111,3,로봇 설치 및 정비원,551,,,,,
8112,3,공업기계 설치 및 정비원,552,,,,,
8113,3,승강기 설치 및 정비원,553,,,,,
8114,3,물품 이동 장비 설치 및 정비원,554,,,,,
8115,3,냉동·냉장·공조기 설치 및 정비원,555,,,,,
8116,3,보일러 설치 및 정비원,556,,,,,
8117,3,건설·광업기계 설치 및 정비원,557,,,,,
8119,3,농업용·기타 기계장비 설치 및 정비원,558,,,,,
8121,3,항공기 정비원,559,,,,,
8122,3,선박 정비원,560,,,,,
8123,3,철도 기관차 및 전동차 정비원,561,,,,,
8124,3,자동차 정비원,562,,,,,
8129,3,기타 운송장비 정비원,563,,,,,
8131,3,금형원,564,,,,,
8132,3,금속 공작기계 조작원,565,,,,,
8140,3,냉난방 관련 설비 조작원,566,,,,,
8150,3,자동 조립라인 및 산업용로봇 조작원,567,,,,,
8161,3,일반기계 조립원,568,,,,,
8162,3,기계 부품 조립원,569,,,,,
8171,3,자동차 조립원,570,,,,,
8172,3,자동차 부품 조립원,571,,,,,
8173,3,운송장비 조립원,572,,,,,
8211,3,금속가공 관련 제어 장치 조작원,573,,,,,
8212,3,금속가공 기계 조작원,574,,,,,
8221,3,판금원,575,,,,,
8222,3,판금기 조작원,576,,,,,
8223,3,제관원,577,,,,,
8224,3,제관기 조작원,578,,,,,
8231,3,단조원,579,,,,,
8232,3,단조기 조작원,580,,,,,
8233,3,주조원,581,,,,,
8234,3,주조기 조작원,582,,,,,
8241,3,용접원,583,,,,,
8242,3,용접기 조작원,584,,,,,
8251,3,도장기 조작원,585,,,,,
8252,3,도금 및 금속 분무기 조작원,586,,,,,
8261,3,유리 제조 및 가공기 조작원,587,,,,,
8262,3,점토제품 생산기 조작원,588,,,,,
8263,3,시멘트 및 광물제품 제조기 조작원,589,,,,,
8264,3,광석 및 석제품 가공기 조작원,590,,,,,
8269,3,기타 비금속제품 관련 생산기 조작원,591,,,,,
8311,3,산업 전기공,592,,,,,
8312,3,내선 전기공,593,,,,,
8313,3,외선 전기공,594,,,,,
8321,3,사무용 전자기기 설치 및 수리원,595,,,,,
