railOprIsttCd,lnCd,stinCd,mvPathMgNo,mvPathDvCd,mvPathDvNm,mvTpOrdr,mvDst,mvContDtl,LN_NM,STIN_NM
DG,2,0235,2,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,만촌
DG,2,0235,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,만촌
DG,2,0235,2,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,만촌
DG,2,0235,2,1,출입구-승강장,4,,4) (B3) 담티 방면 승강장으로 이동,2호선,만촌
DG,2,0235,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,만촌
DG,2,0236,1,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,담티(산대.대륜)
DG,2,0236,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,담티(산대.대륜)
DG,2,0236,1,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,담티(산대.대륜)
DG,2,0236,1,1,출입구-승강장,4,,4) (B4) 만촌 방면 승강장으로 이동,2호선,담티(산대.대륜)
DG,2,0236,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,담티(산대.대륜)
DG,2,0236,2,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,담티(산대.대륜)
DG,2,0236,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,담티(산대.대륜)
DG,2,0236,2,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,담티(산대.대륜)
DG,2,0236,2,1,출입구-승강장,4,,4) (B4) 연호 방면 승강장으로 이동,2호선,담티(산대.대륜)
DG,2,0236,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,담티(산대.대륜)
DG,2,0237,1,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,연호
DG,2,0237,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,연호
DG,2,0237,1,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,연호
DG,2,0237,1,1,출입구-승강장,4,,4) (B3) 담티 방면 승강장으로 이동,2호선,연호
DG,2,0237,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,연호
DG,2,0237,2,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,연호
DG,2,0237,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,연호
DG,2,0237,2,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,연호
DG,2,0237,2,1,출입구-승강장,4,,4) (B3) 대공원 방면 승강장으로 이동,2호선,연호
DG,2,0237,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,연호
DG,2,0238,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,1,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,1,1,출입구-승강장,4,,4) (B3) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,1,1,출입구-승강장,5,,5) 연호 방면 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,1,1,출입구-승강장,6,,6) (B5) 연호 방면 승강장으로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,1,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,4,,4) (B3) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,5,,5) 고산 방면 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,6,,6) (B5) 고산 방면 승강장으로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,2,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,4,,4) (B3) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,5,,5) 연호 방면 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,6,,6) (B5) 연호 방면 승강장으로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,3,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,4,,4) (B3) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,5,,5) 고산 방면 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,6,,6) (B5) 고산 방면 승강장으로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,4,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,1,,1) (1F) 4번/5번 출입구 사이 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,4,,4) (B3) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,5,,5) 연호 방면 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,6,,6) (B5) 연호 방면 승강장으로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,5,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,1,,1) (1F) 4번/5번 출입구 사이 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,4,,4) (B3) 대합실로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,5,,5) 고산 방면 엘리베이터 탑승,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,6,,6) (B5) 고산 방면 승강장으로 이동,2호선,수성알파시티(삼성라이온즈파크)
DG,2,0238,6,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,수성알파시티(삼성라이온즈파크)
DG,2,0239,1,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,2호선,고산
DG,2,0239,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,고산
DG,2,0239,1,1,출입구-승강장,3,,3) 대공원 방면 엘리베이터 탑승,2호선,고산
DG,2,0239,1,1,출입구-승강장,4,,4) (B3) 대공원 방면 승강장으로 이동,2호선,고산
DG,2,0239,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,고산
DG,2,0239,2,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,2호선,고산
DG,2,0239,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,고산
DG,2,0239,2,1,출입구-승강장,3,,3) 신매 방면 엘리베이터 탑승,2호선,고산
DG,2,0239,2,1,출입구-승강장,4,,4) (B3) 신매 방면 승강장으로 이동,2호선,고산
DG,2,0239,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,고산
DG,2,0240,1,1,출입구-승강장,1,,1) (1F) 6번 출입구 옆 엘리베이터 탑승,2호선,신매
DG,2,0240,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,신매
DG,2,0240,1,1,출입구-승강장,3,,3) 대합실 방향 엘리베이터 탑승,2호선,신매
DG,2,0240,1,1,출입구-승강장,4,,4) (B2) 대합실로 이동,2호선,신매
DG,2,0240,1,1,출입구-승강장,5,,5) 고산 방면 엘리베이터 탑승,2호선,신매
DG,2,0240,1,1,출입구-승강장,6,,6) (B3) 고산 방면 승강장으로 이동,2호선,신매
DG,2,0240,1,1,출입구-승강장,7,,7) 승차 (휠체어칸),2호선,신매
DG,2,0240,2,1,출입구-승강장,1,,1) (1F) 6번 출입구 옆 엘리베이터 탑승,2호선,신매
DG,2,0240,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,신매
DG,2,0240,2,1,출입구-승강장,3,,3) 사월 방면 엘리베이터 탑승,2호선,신매
DG,2,0240,2,1,출입구-승강장,4,,4) (B3) 사월 방면 승강장으로 이동,2호선,신매
DG,2,0240,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,신매
DG,2,0241,1,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,사월
DG,2,0241,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,사월
DG,2,0241,1,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,사월
DG,2,0241,1,1,출입구-승강장,4,,4) (B4) 신매 방면 승강장으로 이동,2호선,사월
DG,2,0241,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,사월
DG,2,0241,2,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,사월
DG,2,0241,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,사월
DG,2,0241,2,1,출입구-승강장,3,,3) 승강장 방향 엘리베이터 탑승,2호선,사월
DG,2,0241,2,1,출입구-승강장,4,,4) (B4) 정평 방면 승강장으로 이동,2호선,사월
DG,2,0241,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,사월
DG,2,0242,1,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,2호선,정평
DG,2,0242,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,정평
DG,2,0242,1,1,출입구-승강장,3,,3) 사월 방면 엘리베이터 탑승,2호선,정평
DG,2,0242,1,1,출입구-승강장,4,,4) (B2) 사월 방면 승강장으로 이동,2호선,정평
DG,2,0242,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,정평
DG,2,0242,2,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,2호선,정평
DG,2,0242,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,정평
DG,2,0242,2,1,출입구-승강장,3,,3) 임당 방면 엘리베이터 탑승,2호선,정평
DG,2,0242,2,1,출입구-승강장,4,,4) (B2) 임당 방면 승강장으로 이동,2호선,정평
DG,2,0242,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,정평
DG,2,0242,3,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,정평
DG,2,0242,3,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,정평
DG,2,0242,3,1,출입구-승강장,3,,3) 사월 방면 엘리베이터 탑승,2호선,정평
DG,2,0242,3,1,출입구-승강장,4,,4) (B2) 사월 방면 승강장으로 이동,2호선,정평
DG,2,0242,3,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,정평
DG,2,0242,4,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,정평
DG,2,0242,4,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,정평
DG,2,0242,4,1,출입구-승강장,3,,3) 임당 방면 엘리베이터 탑승,2호선,정평
DG,2,0242,4,1,출입구-승강장,4,,4) (B2) 임당 방면 승강장으로 이동,2호선,정평
DG,2,0242,4,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,정평
DG,2,0243,1,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,임당
DG,2,0243,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,임당
DG,2,0243,1,1,출입구-승강장,3,,3) 정평 방면 엘리베이터 탑승,2호선,임당
DG,2,0243,1,1,출입구-승강장,4,,4) (B3) 정평 방면 승강장으로 이동,2호선,임당
DG,2,0243,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,임당
DG,2,0243,2,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,2호선,임당
DG,2,0243,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,임당
DG,2,0243,2,1,출입구-승강장,3,,3) 영남대 방면 엘리베이터 탑승,2호선,임당
DG,2,0243,2,1,출입구-승강장,4,,4) (B3) 영남대 방면 승강장으로 이동,2호선,임당
DG,2,0243,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,임당
DG,2,0243,3,1,출입구-승강장,1,,1) (1F) 6번/7번 출입구 사이 엘리베이터 탑승,2호선,임당
DG,2,0243,3,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,임당
DG,2,0243,3,1,출입구-승강장,3,,3) 정평 방면 엘리베이터 탑승,2호선,임당
DG,2,0243,3,1,출입구-승강장,4,,4) (B3) 정평 방면 승강장으로 이동,2호선,임당
DG,2,0243,3,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,임당
DG,2,0243,4,1,출입구-승강장,1,,1) (1F) 6번/7번 출입구 사이 엘리베이터 탑승,2호선,임당
DG,2,0243,4,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,임당
DG,2,0243,4,1,출입구-승강장,3,,3) 영남대 방면 엘리베이터 탑승,2호선,임당
DG,2,0243,4,1,출입구-승강장,4,,4) (B3) 영남대 방면 승강장으로 이동,2호선,임당
DG,2,0243,4,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,임당
DG,2,0244,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,2호선,영남대
DG,2,0244,1,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,영남대
DG,2,0244,1,1,출입구-승강장,3,,3) 임당 방면 엘리베이터 탑승,2호선,영남대
DG,2,0244,1,1,출입구-승강장,4,,4) (B3) 임당 방면 승강장으로 이동,2호선,영남대
DG,2,0244,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,영남대
DG,2,0244,2,1,출입구-승강장,1,,1) (1F) 4번 출입구 옆 엘리베이터 탑승,2호선,영남대
DG,2,0244,2,1,출입구-승강장,2,,2) (B1) 대합실로 이동,2호선,영남대
DG,2,0244,2,1,출입구-승강장,3,,3) 임당 방면 엘리베이터 탑승,2호선,영남대
DG,2,0244,2,1,출입구-승강장,4,,4) (B3) 임당 방면 승강장으로 이동,2호선,영남대
DG,2,0244,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),2호선,영남대
DG,3,0312,1,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,3호선,칠곡경대병원
DG,3,0312,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,칠곡경대병원
DG,3,0312,1,1,출입구-승강장,3,,3) 학정 방면 엘리베이터 탑승,3호선,칠곡경대병원
DG,3,0312,1,1,출입구-승강장,4,,4) (3F) 학정 방면 승강장으로 이동,3호선,칠곡경대병원
DG,3,0312,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,칠곡경대병원
DG,3,0312,2,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,3호선,칠곡경대병원
DG,3,0312,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,칠곡경대병원
DG,3,0312,2,1,출입구-승강장,3,,3) 학정 방면 엘리베이터 탑승,3호선,칠곡경대병원
DG,3,0312,2,1,출입구-승강장,4,,4) (3F) 학정 방면 승강장으로 이동,3호선,칠곡경대병원
DG,3,0312,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,칠곡경대병원
DG,3,0313,1,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,3호선,학정
DG,3,0313,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,학정
DG,3,0313,1,1,출입구-승강장,3,,3) 칠곡경대병원 방면 엘리베이터 탑승,3호선,학정
DG,3,0313,1,1,출입구-승강장,4,,4) (3F) 칠곡경대병원 방면 승강장으로 이동,3호선,학정
DG,3,0313,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,학정
DG,3,0313,2,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,3호선,학정
DG,3,0313,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,학정
DG,3,0313,2,1,출입구-승강장,3,,3) 팔거 방면 엘리베이터 탑승,3호선,학정
DG,3,0313,2,1,출입구-승강장,4,,4) (3F) 팔거 방면 승강장으로 이동,3호선,학정
DG,3,0313,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,학정
DG,3,0313,3,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,3호선,학정
DG,3,0313,3,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,학정
DG,3,0313,3,1,출입구-승강장,3,,3) 칠곡경대병원 방면 엘리베이터 탑승,3호선,학정
DG,3,0313,3,1,출입구-승강장,4,,4) (3F) 칠곡경대병원 방면 승강장으로 이동,3호선,학정
DG,3,0313,3,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,학정
DG,3,0313,4,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,3호선,학정
DG,3,0313,4,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,학정
DG,3,0313,4,1,출입구-승강장,3,,3) 팔거 방면 엘리베이터 탑승,3호선,학정
DG,3,0313,4,1,출입구-승강장,4,,4) (3F) 팔거 방면 승강장으로 이동,3호선,학정
DG,3,0313,4,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,학정
DG,3,0314,1,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,1,1,출입구-승강장,3,,3) 학정 방면 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,1,1,출입구-승강장,4,,4) (3F) 학정 방면 승강장으로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,팔거(국립농관원.통계청)
DG,3,0314,2,1,출입구-승강장,1,,1) (1F) 1번/4번 출입구 사이 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,2,1,출입구-승강장,3,,3) 동천 방면 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,2,1,출입구-승강장,4,,4) (3F) 동천 방면 승강장으로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,팔거(국립농관원.통계청)
DG,3,0314,3,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,3,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,3,1,출입구-승강장,3,,3) 학정 방면 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,3,1,출입구-승강장,4,,4) (3F) 학정 방면 승강장으로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,3,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,팔거(국립농관원.통계청)
DG,3,0314,4,1,출입구-승강장,1,,1) (1F) 2번/3번 출입구 사이 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,4,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,4,1,출입구-승강장,3,,3) 동천 방면 엘리베이터 탑승,3호선,팔거(국립농관원.통계청)
DG,3,0314,4,1,출입구-승강장,4,,4) (3F) 동천 방면 승강장으로 이동,3호선,팔거(국립농관원.통계청)
DG,3,0314,4,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,팔거(국립농관원.통계청)
DG,3,0315,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,동천
DG,3,0315,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,동천
DG,3,0315,1,1,출입구-승강장,3,,3) 팔거 방면 엘리베이터 탑승,3호선,동천
DG,3,0315,1,1,출입구-승강장,4,,4) (3F) 팔거 방면 승강장으로 이동,3호선,동천
DG,3,0315,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,동천
DG,3,0315,2,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,동천
DG,3,0315,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,동천
DG,3,0315,2,1,출입구-승강장,3,,3) 칠곡운암 방면 엘리베이터 탑승,3호선,동천
DG,3,0315,2,1,출입구-승강장,4,,4) (3F) 칠곡운암 방면 승강장으로 이동,3호선,동천
DG,3,0315,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,동천
DG,3,0316,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,칠곡운암
DG,3,0316,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,칠곡운암
DG,3,0316,1,1,출입구-승강장,3,,3) 동천 방면 엘리베이터 탑승,3호선,칠곡운암
DG,3,0316,1,1,출입구-승강장,4,,4) (3F) 동천 방면 승강장으로 이동,3호선,칠곡운암
DG,3,0316,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,칠곡운암
DG,3,0316,2,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,칠곡운암
DG,3,0316,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,칠곡운암
DG,3,0316,2,1,출입구-승강장,3,,3) 구암 방면 엘리베이터 탑승,3호선,칠곡운암
DG,3,0316,2,1,출입구-승강장,4,,4) (3F) 구암 방면 승강장으로 이동,3호선,칠곡운암
DG,3,0316,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,칠곡운암
DG,3,0317,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,구암
DG,3,0317,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,구암
DG,3,0317,1,1,출입구-승강장,3,,3) 칠곡운암 방면 엘리베이터 탑승,3호선,구암
DG,3,0317,1,1,출입구-승강장,4,,4) (3F) 칠곡운암 방면 승강장으로 이동,3호선,구암
DG,3,0317,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,구암
DG,3,0317,2,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,구암
DG,3,0317,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,구암
DG,3,0317,2,1,출입구-승강장,3,,3) 태전 방면 엘리베이터 탑승,3호선,구암
DG,3,0317,2,1,출입구-승강장,4,,4) (3F) 태전 방면 승강장으로 이동,3호선,구암
DG,3,0317,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,구암
DG,3,0318,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,태전
DG,3,0318,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,태전
DG,3,0318,1,1,출입구-승강장,3,,3) 구암 방면 엘리베이터 탑승,3호선,태전
DG,3,0318,1,1,출입구-승강장,4,,4) (3F) 구암 방면 승강장으로 이동,3호선,태전
DG,3,0318,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,태전
DG,3,0318,2,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,태전
DG,3,0318,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,태전
DG,3,0318,2,1,출입구-승강장,3,,3) 매천 방면 엘리베이터 탑승,3호선,태전
DG,3,0318,2,1,출입구-승강장,4,,4) (3F) 매천 방면 승강장으로 이동,3호선,태전
DG,3,0318,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,태전
DG,3,0319,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,매천
DG,3,0319,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,매천
DG,3,0319,1,1,출입구-승강장,3,,3) 태전 방면 엘리베이터 탑승,3호선,매천
DG,3,0319,1,1,출입구-승강장,4,,4) (3F) 태전 방면 승강장으로 이동,3호선,매천
DG,3,0319,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,매천
DG,3,0319,2,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,매천
DG,3,0319,2,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,매천
DG,3,0319,2,1,출입구-승강장,3,,3) 매천시장 방면 엘리베이터 탑승,3호선,매천
DG,3,0319,2,1,출입구-승강장,4,,4) (3F) 매천시장 방면 승강장으로 이동,3호선,매천
DG,3,0319,2,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,매천
DG,3,0320,1,1,출입구-승강장,1,,1) (1F) 1번 출입구 옆 엘리베이터 탑승,3호선,매천시장
DG,3,0320,1,1,출입구-승강장,2,,2) (2F) 대합실로 이동,3호선,매천시장
DG,3,0320,1,1,출입구-승강장,3,,3) 매천 방면 엘리베이터 탑승,3호선,매천시장
DG,3,0320,1,1,출입구-승강장,4,,4) (3F) 매천 방면 승강장으로 이동,3호선,매천시장
DG,3,0320,1,1,출입구-승강장,5,,5) 승차 (휠체어칸),3호선,매천시장
